City,PM2_5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Mumbai,25.5,58.53,123.26,8.94,127.45202150537635,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Patna,100.96,158.08,13.0,12.09,24.48,49.8,0.87,10.39,10.01,0.18,1.5,0.46,154.0
Other Cities,8.84,23.71,3.77,6.74,6.74,18.92,0.95,8.39,21.01,0.1,0.02,0.1,54.0
Jaipur,16.8,14.47,4.56,5.9,51.05,0.6000000000000001,0.67,8.49,1.27,0.0,0.36,0.82,50.0
Patna,37.96,158.08,13.16,45.64,19.8,49.8,1.13,50.26,53.29,1.14,6.5,4.35,103.0
Chennai,42.71,48.55,13.38,10.73,18.11,25.7,1.89,14.96,33.91,2.505,46.82,0.82,154.0
Visakhapatnam,16.71,62.53,2.6,23.89,13.61,10.62,0.63,7.79,24.1,1.66,4.0,1.07,87.0
Visakhapatnam,31.64,104.29,13.19,29.95,26.65,68.42,0.41,4.53,31.384999999999998,3.35,8.96,2.01,107.0
Lucknow,115.55,97.965,4.52,14.03,4.3,8.91,2.58,5.24,59.45,96.90666666666667,99.75666666666667,0.82,252.0
Amritsar,58.55,134.7,19.04,13.05,29.17,12.23,0.76,9.63,32.13,1.8,1.93,2.0,121.0
Ahmedabad,61.12,141.54,3.58,16.81,20.92,16.645,3.58,28.44,30.48,2.69,1.58,1.32,209.6
Other Cities,12.81,33.45,3.63,51.12,15.65,11.74,0.22,2.49,2.5,0.0,0.02,0.43,19.0
Delhi,118.38,487.77,44.64,49.86,65.68,32.16,1.41,13.52,39.96,3.41,31.38,0.34,315.0
Patna,87.57078313253012,158.08,6.218795180722891,21.707168674698796,22.50542168674699,49.8,0.0,6.177831325301205,18.127590361445783,0.0,0.0,0.0,182.9186046511628
Ahmedabad,111.68,141.54,41.3,119.71,108.46,16.645,41.3,94.48,53.57,17.49,68.66,16.0,1171.0
Chennai,45.89,48.55,4.72,18.13,17.56,166.02,1.15,5.11,48.96,2.49,7.19,0.82,102.0
Amritsar,104.43,152.02,12.52,8.4,20.93,5.07,0.63,5.03,40.73,0.84,2.82,5.98,252.0
Visakhapatnam,71.57,99.21,31.72,43.55,44.87,10.45,1.18,16.61,53.92,7.89,14.02,11.93,132.0
Hyderabad,47.03,93.0,8.43,13.92,22.34,24.94,0.75,3.13,33.4,0.37,4.23,0.94,120.0
Bengaluru,25.44,73.07,11.1,15.98,17.72,6.0,0.66,6.92,15.65,1.05,1.82,0.82,70.0
Patna,124.61,188.68,57.4,57.63,102.79,26.71,1.25,8.98,16.81,2.58,8.46,4.07,242.0
Other Cities,17.07,40.3,1.54,25.75,15.04,5.54,0.5,16.01,36.19,0.04,1.81,5.99,46.0
Visakhapatnam,51.79,117.846,34.78,48.39,54.01,9.56,1.24,9.01,34.62,6.72,12.41,4.24,101.0
Patna,100.96,158.08,15.62,11.77,27.36,49.8,1.68,3.61,5.79,0.21,1.53,0.57,154.0
Jaipur,116.2,226.64,57.83,108.17,107.63,34.77,0.0,8.99,51.65,8.95,21.26,0.82,249.0
Gurugram,93.2,140.76573913043478,7.18,23.33,19.35,39.69,0.11,1.07,32.4,0.06,4.821520912547529,10.64,182.0
Mumbai,25.5,58.53,123.26,8.94,73.99129032258065,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Chennai,100.68,48.55,9.06,9.74,16.02,16.09,0.8,8.52,47.92,0.05,0.81,0.82,211.0
Chennai,44.73,48.55,5.98,13.57,13.72,56.86,2.64,3.67,36.19,2.25,8.49,0.82,94.0
Patna,127.63,158.08,0.7,0.66,1.36,49.8,1.42,1.9428571428571428,15.86,0.15,0.53,0.26,224.0
Other Cities,10.84,20.53,70.82,18.85,74.19,11.28,1.33,13.17,1.2,14.32,0.0,0.61,96.0
Delhi,52.88,88.23,24.44,29.17,46.93,38.79,4.65,6.58,36.35,2.84,8.34,0.0,123.0
Chennai,40.87,48.55,6.95,12.11,9.21,36.98601941747573,0.23,6.82,32.25,0.02,0.02,0.82,68.0
Bengaluru,23.42,70.46,2.6,6.47,5.25,33.9,5.77,1.24,17.22,6.392328767123288,1.46,0.82,92.0
Visakhapatnam,69.52,119.5,11.08,30.52,25.13,9.98,0.94,8.78,121.73,3.47,6.73,1.07,174.0
Other Cities,29.91,72.34,40.78,2.61,41.14,8.44,0.54,34.56,0.11,0.0,2.73,2.53,58.0
Other Cities,38.4,46.39,6.86,7.5,14.36,2.98,1.74,9.76,37.54,0.01,0.17,2.17,94.0
Jaipur,54.1,45.71,11.04,12.34,23.33,21.52,0.64,10.02,41.04,0.53,2.66,0.82,155.0
Visakhapatnam,86.99,132.35,4.27,32.17,20.58,14.09,0.68,16.675,105.91,0.01,0.01,0.01,158.0
Lucknow,34.52,97.965,7.86,11.73,12.35,11.8,1.11,5.17,47.86,5.96,9.41,0.82,72.0
Amritsar,51.53,96.92,26.7,32.47,23.64,11.56,0.0,4.26,6.46,1.8,2.49,2.23,100.0
Patna,86.06,158.08,60.82666666666666,28.883333333333333,89.71333333333334,49.8,1.5,5.42,11.833333333333334,0.32999999999999996,2.11,0.9466666666666668,194.57142857142856
Patna,93.7183734939759,158.08,6.340963855421687,21.201265060240964,23.90566265060241,49.8,0.0,5.773734939759036,18.631927710843375,0.0,0.0,0.0,208.61627906976744
Jaipur,24.06,51.1,5.83,14.37,17.57,21.54,0.7,9.68,46.24,0.67,1.21,0.82,72.0
Mumbai,22.872,56.0975,56.278000000000006,19.249,87.68900000000001,7.21,1.759,29.246,45.577999999999996,0.197,1.44,0.45,73.0
Gurugram,204.92499999999998,395.4,57.385000000000005,87.02,20.97717791411043,39.69,0.325,3.205,21.7,0.024999999999999998,2.6849999999999996,10.64,413.875
Mumbai,25.5,58.53,123.26,8.94,107.05,7.21,2.43,23.39254237288136,12.621714285714285,0.0,0.0,0.0,73.0
Ahmedabad,47.67,141.54,9.63,8.39,18.02,16.645,9.63,16.95,18.89,2.41,6.07,1.07,222.0
Other Cities,26.31,34.09,0.88,2.77,1.22,2.85,0.32,3.99,41.7,435.09,434.92,1.71,63.0
Chennai,69.28,48.55,27.38,41.89,18.28,13.36,2.44,4.14,27.59,13.11625,8.51,0.82,142.0
Jorapokhar,217.13,105.54,7.86,10.29,23.85,6.75,0.59,46.35,31.84,1.01,2.76,0.82,96.0
Ahmedabad,30.48,141.54,16.49,7.43,23.91,16.645,16.49,18.79,6.38,3.93,11.1,0.0,268.5
Mumbai,65.76,127.82,16.87,37.46,54.33,15.52,0.82,10.47,56.55,5.72,1.44,0.45,159.0
Chennai,34.55,48.55,6.4,23.17,15.26,109.54747572815535,0.0,1.5,5.94,0.15,0.32,0.82,49.0
Hyderabad,35.01,74.36,10.46,29.5,22.59,14.58,0.48,5.17,25.43,0.21,1.61,0.01,69.0
Lucknow,125.72,97.965,11.41,35.64,27.97,54.95,1.28,9.24,46.54,0.58,0.53,0.82,322.0
Delhi,588.39,763.58,135.71,113.31,90.09,89.1,2.2,22.21,39.05,7.31,16.61,0.0,603.0
Visakhapatnam,60.98,112.99,3.86,44.64,26.84,12.06,1.04,11.66,77.73,3.09,4.78,1.27,155.0
Lucknow,76.28,97.965,9.35,18.23,15.41,1.11,1.69,9.81,18.38,2.54,6.84,0.82,153.0
Patna,66.22,158.08,13.23,72.0,27.16,49.8,0.96,50.06,104.36,0.07,2.56,0.58,157.0
Visakhapatnam,25.883294797687864,72.31838150289018,9.357514450867052,13.665588235294118,0.0,10.179523809523811,0.0,8.600693641618498,10.848342857142857,0.0,0.0,0.0,127.82266009852216
Chennai,85.86,48.55,17.2,26.79,17.04,12.33,1.14,3.96,27.58,0.23538461538461553,4.48,0.82,302.0
Other Cities,46.63,58.56,0.45,32.29,32.74,22.76,0.61,11.42,57.01,0.0,0.0,4.31,84.0
Hyderabad,56.64,146.7,13.11,58.35,41.43,23.52,1.01,16.25,36.12,3.31,18.45,4.81,128.0
Ahmedabad,111.86,141.54,3.89,22.51,25.17,16.645,3.89,15.84,31.23,0.0,0.0,0.0,226.0
Mumbai,18.48,52.34,14.47,8.08,21.9,7.02,0.63,6.34,16.7,4.53,1.44,0.45,70.0
Mumbai,25.5,58.53,123.26,8.94,130.86440860215055,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Thiruvananthapuram,23.75,43.0,2.86,9.79,7.53,2.58,1.14,4.94,29.32,1.01,2.76,0.82,64.0
Delhi,151.84,241.84,25.01,36.91,48.62,130.36,11.54,4.63,25.36,4.26,9.71,3.34,319.0
Jorapokhar,121.03,218.6,9.51,10.31,23.85,6.29,0.0,87.95,42.44,1.01,2.76,0.82,297.0
Gurugram,52.07,153.43,5.09,11.54,16.38,39.69,0.6,89.91,31.7,2.0,5.97,10.64,117.0
Delhi,47.36,109.64,20.69,45.6,62.62,23.03,1.25,11.21,64.32,2.19,9.77,0.0,150.0
Delhi,123.19,219.11,24.78,48.33,60.03,49.81,1.21,12.49,38.4,1.52,3.48,0.21,248.0
Delhi,81.71,150.37,57.77,77.96,108.73,46.47,1.26,14.4,85.94,3.03,12.57,0.0,232.0
Visakhapatnam,98.9,221.69,41.61,63.54,67.63,21.33,1.15,18.3,28.17,3.53,5.86,1.72,277.0
Patna,52.08,158.08,5.49,12.75,18.23,49.8,1.32,18.33,31.63,0.19,0.75,0.46,183.0
Lucknow,21.75,97.965,7.97,18.64,16.24,2.02,0.91,4.19,26.03,1.05,3.61,0.82,70.0
Hyderabad,18.41,39.59,3.63,15.07,10.1,13.38,0.42,8.4,16.69,0.26,2.87,0.09,45.0
Hyderabad,9.17,16.29,6.94,10.48,5.36,3.25,0.04,4.37,34.2,0.02,0.55,0.21,53.0
Bengaluru,56.8,105.51,9.68,35.73,36.84,22.58,0.89,6.36,64.29,0.31,1.17,0.82,115.0
Visakhapatnam,10.183333333333334,33.35333333333333,6.7266666666666675,21.513333333333332,16.02,8.023333333333333,0.11,5.64,10.676666666666666,1.5933333333333333,6.470000000000001,1.2533333333333334,34.333333333333336
Visakhapatnam,94.38,131.733,3.06,41.64,24.62,20.96,1.44,5.84,71.56,5.84,9.01,1.61,186.0
Jorapokhar,60.26,110.17,8.98,9.68,23.85,6.31,0.0,8.3,36.99,1.01,2.76,0.82,129.0
Mumbai,14.14,48.48,22.15,11.07,31.18,5.56,0.28,14.07,19.82,2.2,1.44,0.45,66.0
Patna,62.33,158.08,13.34,64.53,25.35,49.8,0.87,51.23,93.88,6.23,58.79,27.05,143.0
Lucknow,32.1,97.965,8.29,17.52,16.96,11.37,0.92,4.07,26.48,1.58,13.47,0.82,69.0
Ahmedabad,107.65560344827585,141.54,7.785474137931034,31.27637931034483,39.05396551724138,16.645,7.785474137931034,21.541551724137932,44.94547413793103,7.532974137931035,16.343793103448274,3.407586206896552,337.5450643776824
Hyderabad,71.44,111.72,8.97,16.6,23.98,10.46,1.15,8.39,38.01,1.48,8.14,0.95,211.0
Amritsar,19.43,39.75,13.5,9.19,22.69,10.72,0.42,6.13,14.29,3.16,1.13,2.0,44.0
Patna,149.27,158.08,9.64,20.9,11.27,49.8,1.64,34.17,120.81340909090909,2.72,26.06,11.15,329.0
Gurugram,211.47,395.4,7.83,10.17,18.219815950920246,39.69,1.1504347826086956,7.01,25.87,2.45,24.31,10.64,381.0
Amritsar,30.17,101.82,10.34,16.82,23.64,10.6,0.75,2.36,9.71,1.74,1.41,18.6,90.0
Lucknow,28.89,97.965,8.92,13.71,6.24,8.91,2.18,2.97,30.61,0.44,1.3,0.82,102.0
Thiruvananthapuram,19.42,60.83,2.08,6.97,5.4,2.97,0.58,3.28,16.23,1.01,2.76,0.82,59.0
Bengaluru,37.34,97.49,10.09,34.73,0.0,32.02,0.6,6.63,8.99,0.51,0.4,0.82,82.0
Bengaluru,13.97,70.46,2.64,19.24,11.96,19.73,1.67,1.6,18.98,8.919315068493152,1.68,0.82,101.0
Hyderabad,29.33,67.08,11.54,39.1,25.12,11.21,0.58,15.11,43.64,4.74,26.73,3.17,80.0
Other Cities,59.16,208.18,103.53,15.89,76.84,25.22,2.69,23.79,13.06,4.51,7.87,0.11,150.0
Delhi,90.31,200.79,30.21,51.26,55.88,34.3,1.24,19.71,48.23,3.76,36.83,0.43,209.0
Other Cities,18.05,36.65,5.88,28.5,34.38,14.51,1.17,1.56,14.31,2.11,10.57,0.13,66.0
Patna,141.28,158.08,40.04,45.47,38.14,49.8,2.35,45.88,42.99,0.45,2.94,1.55,241.0
Gurugram,99.82,183.92,5.38,29.66,22.55,39.69,1.48,14.78,23.49,2.0,5.99,10.64,281.0
Visakhapatnam,87.49,141.5,3.14,18.34,12.31,14.63,0.69,15.16,118.98,3.17,5.9,1.2,147.0
Jorapokhar,217.13,407.0,9.24,4.73,23.85,7.37,0.34,103.04333333333334,21.46,1.01,2.76,0.82,123.64102564102564
Patna,96.29,158.08,18.8,92.5,35.36,49.8,1.4,25.54,87.04,3.24,39.42,13.06,191.0
Chennai,29.82,48.55,7.77,10.27,17.47,8.61,0.97,6.31,9.1,1.23,0.37,0.82,74.0
Jaipur,45.16,119.29,4.68,16.94,18.45,22.84,0.64,9.81,50.36,0.91,0.93,0.82,112.0
Ahmedabad,61.32,141.54,15.88,48.4,20.36,16.645,15.88,49.88,21.17,4.16,32.45,7.04,338.0
Mumbai,25.5,58.53,123.26,8.94,89.91576344086022,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Patna,337.78,158.08,13.85,2.82,9.05,49.8,2.48,31.11,29.4,3.98,26.24,14.33,482.0
Visakhapatnam,56.22,109.69,14.0,24.25,24.23,10.07,1.17,12.52,20.22,3.94,10.43,3.47,147.0
Amritsar,28.53,139.39,11.14,8.75,23.64,10.59,0.68,7.81,6.39,1.01,1.16,25.23,156.0
Chennai,34.9,48.55,10.59,22.5,18.07,17.85,0.83,5.12,27.19,0.25,5.67,0.82,66.0
Bengaluru,29.1,70.46,3.31,22.47,15.65,34.28,2.39,2.37,16.37,8.23013698630137,2.26,0.82,89.0
Jorapokhar,217.13,267.77,7.28,7.27,23.85,6.64,0.0,86.19818181818182,22.19,1.01,2.76,0.82,248.0
Chennai,41.96,48.55,11.0,13.78,15.28,65.03,1.34,8.85,44.1,20.516666666666666,16.17,0.82,122.0
Bengaluru,42.44,78.91,10.63,24.6,26.91,13.82,1.04,5.38,18.21,0.71,2.43,0.82,88.0
Other Cities,81.29,175.78,90.91,9.63,0.0,61.88,0.31,4.64,59.52,0.28,0.46,0.36,154.0
Gurugram,83.57,102.59,72.45,56.19,87.42,39.69,1.35,3.04,50.07,0.0,0.0,10.64,153.0
Other Cities,33.66,105.3,10.94,6.56,11.8,5.97,0.73,8.19,21.1,5.69,2.16,1.39,102.0
Patna,55.83,107.36,50.2,43.73,62.84,13.87,1.79,12.62,23.58,2.12,5.42,2.99,140.0
Thiruvananthapuram,39.57,61.92,8.91,21.3,18.53,11.86,1.44,9.56,41.61,1.01,2.76,0.82,91.0
Lucknow,132.55,97.965,11.02,41.19,59.72412698412699,8.91,1.59,6.22,60.3,1.59,6.16,0.82,362.0
Amritsar,58.47,118.73,13.348627450980391,8.25,19.78078431372549,5.13,0.57,4.77,38.73372549019608,1.1813725490196079,3.087647058823529,5.572941176470588,100.0
Bengaluru,28.01,70.46,2.74,12.85,9.33,0.28,4.21,3.92,23.36,4.69,1.44,0.82,158.0
Amritsar,78.08,97.22,13.34,10.88,23.3,9.51,0.96,10.46,13.97,2.18,1.08,1.95,146.0
Jorapokhar,217.13,296.7,6.96,7.08,23.85,6.71,0.0,51.28,20.19,1.01,2.76,0.82,271.0
Other Cities,66.61,121.81,4.03,26.18,17.28,13.97,0.66,9.84,39.63,0.02,0.05,0.11000000000000001,137.0
Gurugram,188.04,395.4,5.96,13.23,21.11659509202454,39.69,0.51,3.39,36.4,0.03,2.47,10.64,172.0
Other Cities,15.93,31.35,2.06,3.5,5.28,3.41,1.15,3.47,6.44,0.02,0.08,0.0,61.0
Amritsar,22.15,55.39,13.77,8.36,21.59,9.65,0.89,16.45,25.08,3.14,2.16,8.45,71.0
Jorapokhar,217.13,140.31428571428572,10.946666666666667,9.399999999999999,23.85,6.68,2.6466666666666665,94.40285714285713,47.285714285714285,1.01,2.76,0.82,94.76
Jorapokhar,23.9,73.41,23.88,11.32,23.85,8.77,1.73,25.84,87.92,1.01,2.76,0.82,203.0
Lucknow,109.97,97.965,10.17,64.66,4.14,8.91,1.38,5.86,64.14,1.34,5.09,0.82,256.0
Other Cities,14.16,42.72,2.58,11.66,8.18,34.48,0.53,10.29,22.93,3.47,0.64,1.22,42.0
Lucknow,112.19,97.965,11.6,11.9,17.589894736842098,8.91,1.42,5.68,84.75,2.3,6.86,0.82,235.0
Lucknow,48.58,97.965,3.64,7.87,4.22,8.91,6.96,6.8,34.52,0.07,0.13,0.82,194.0
Jorapokhar,72.47,120.12,9.53,10.04,23.85,6.32,0.0,41.44,39.49,1.01,2.76,0.82,135.0
Thiruvananthapuram,13.45,28.3,3.18,9.14,7.36,1.83,0.7,5.79,28.12,1.01,2.76,0.82,49.0
Delhi,198.2,313.23,133.01,108.48,65.63,44.95,1.41,50.78,58.08,3.14,16.69,0.0,370.0
Delhi,290.1,453.45,110.91,78.43,143.91,56.6,2.87,18.03,40.96,10.25,70.74,3.06,458.0
Gurugram,107.55,197.17,4.92,22.28,20.37,39.69,2.38,3.5,48.88,2.0,5.98,10.64,295.0
Ahmedabad,46.74,76.39,4.02,60.49,34.1,16.645,4.02,112.45,48.16,2.75,35.25,1.87,192.0
Other Cities,25.52,37.46,9.89,15.81,25.7,26.58,1.17,10.05,23.05,0.04,0.27,2.53,61.0
Visakhapatnam,39.15,123.66,9.88,31.19,24.62,7.44,0.82,7.83,17.42,1.63,2.05,0.4,109.0
Jaipur,24.36,52.15,11.34,23.75,27.25,26.44,0.71,9.29,22.95,0.65,3.93,0.82,67.0
Thiruvananthapuram,45.62,72.5,3.05,7.7,6.54,2.53,1.31,5.23,7.77,1.01,2.76,0.82,85.0
Visakhapatnam,64.77,109.78,5.32,26.21,18.28,8.12,0.86,2.81,21.69,4.44,16.07,2.53,121.0
Lucknow,43.91,97.965,2.95,17.78,6.24,8.91,1.16,1.67,29.99,0.6,16.84,0.82,91.0
Other Cities,51.03,99.86,2.7,14.46,17.16,4.48,2.97,12.43,25.04,0.0,0.0,8.46,113.0
Hyderabad,52.53,91.79,4.46,2.57,4.54,9.14,1.01,4.48,45.44,1.19,5.25,1.36,95.0
Chennai,39.93,59.04,12.01,13.26,20.76,38.35,0.84,12.91,30.7,1.78,0.0,0.82,94.0
Jorapokhar,217.13,1.5,4.36,3.65,23.85,6.75,0.23,12.55,26.843809523809522,1.01,2.76,0.82,93.176
Lucknow,72.56,97.965,4.766666666666667,28.74,5.16,8.91,3.455,5.89,25.830000000000002,0.765,0.23750000000000004,0.82,53.666666666666664
Delhi,107.47,336.49,22.69,49.86,54.16,51.03,1.41,12.96,69.49,2.86,4.75,0.0,351.0
Jaipur,83.04,144.05,5.47,35.61,33.51,37.13,0.77,10.93,62.47,1.92,8.47,0.82,220.0
Thiruvananthapuram,15.59,26.06,5.9,6.31,10.07,6.14,0.49,5.9,36.95,1.01,2.76,0.82,50.0
Gurugram,23.7,45.29,4.49,11.12,10.51,16.83,0.55,7.71,64.94,5.78,2.55,2.21,94.0
Hyderabad,58.44,128.56,8.23,47.2,31.47,12.06,0.68,6.19,26.5,3.78,34.82,5.02,105.0
Hyderabad,68.84,145.17,6.26,49.3,30.72,25.13,0.85,9.02,48.76,3.22,18.63,5.89,138.0
Lucknow,53.24,97.965,18.09,36.47,33.74,29.29,0.87,9.32,6.79,0.12,0.2,0.82,122.0
Lucknow,232.46,97.965,5.09,11.48,4.22,8.91,1.93,7.1,36.08,2.85,3.84,0.82,369.0
Gurugram,158.5,326.16,85.16,130.46,122.32,39.69,0.69,9.94,25.3,0.0,0.0,10.64,330.0
Delhi,88.3,183.74,23.14,41.81,55.86,39.62,1.08,15.41,46.28,1.28,3.12,0.0,179.0
Mumbai,25.5,58.53,123.26,8.94,4.63,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Mumbai,35.64,118.0,54.25,26.2,80.36,7.21,1.97,15.66,57.0,0.98,1.44,0.45,119.0
Visakhapatnam,6.3,17.76,1.09,12.21,7.07,7.4,0.11,8.56,17.14,0.86,6.9,0.29,23.0
Bengaluru,16.58,45.48,4.93,20.04,21.76,12.89,0.69,5.06,38.81,1.31,1.94,0.82,67.0
Bengaluru,40.93,95.38,6.74,26.91,26.08,17.74,0.83,4.57,49.67,1.07,4.29,0.82,107.0
Hyderabad,61.33,191.22,13.78,50.59,14.69,33.24,0.17,29.93,41.21,0.24,3.57,0.54,145.0
Gurugram,59.96,395.4,89.3066037735849,70.92,99.52692307692307,39.69,0.53,2.46,32.61,0.86,8.63,10.64,108.0
Jorapokhar,75.34,167.02,26.95,11.6,23.85,8.74,2.146825396825397,39.48,53.28,1.01,2.76,0.82,184.0
Bengaluru,11.93,44.86,10.26,17.94,17.54,37.54,0.99,5.95,17.84,0.54,1.32,0.82,51.0
Lucknow,123.91,97.965,15.04,58.3,23.97421052631578,8.91,1.64,9.4,98.05,3.38,9.07,0.82,246.0
Delhi,61.47,237.68,32.28,40.41,74.7,25.74,1.35,10.59,56.61,2.37,7.75,3.226910569105691,248.0
Chennai,81.3,48.55,7.25,20.79,14.75,14.13,0.78,6.16,40.22,0.0,7.02,0.82,135.0
Jaipur,47.03,105.2,6.81,40.61,39.87,30.15,1.08,11.57,54.92,3.69,8.53,0.82,116.0
Other Cities,23.58,65.68,8.81,4.62,10.75,1.06,0.6,7.55,24.06,5.09,1.91,1.27,69.0
Chennai,33.26,48.55,8.13,14.71,18.63,52.02,1.12,14.34,10.11,17.189999999999998,8.0,0.82,108.0
Hyderabad,10.287500000000001,41.79380952380952,18.134999999999998,59.0525,0.0,43.25857142857143,0.0,7.7975,13.555,0.0,0.0,0.0,96.42857142857143
Amritsar,61.59,151.49,15.37,13.76,29.13,8.41,0.96,48.033076923076926,25.11,4.21,2.19,12.61,125.0
Amritsar,69.55199999999999,192.91199999999998,7.720000000000001,18.892,39.8,45.79,0.0,3.452,43.3,2.33,0.0,0.0,353.57894736842104
Other Cities,26.57,120.71,1.95,43.45,0.0,3.62,2.15,42.45,13.56,0.0,0.0,0.1,116.0
Lucknow,16.66,97.965,7.44,28.0,23.79,28.83,0.82,5.03,14.32,0.09,0.21,0.82,69.0
Other Cities,47.34,56.65,2.96,0.14,3.66,20.21,0.37,6.17,5.59,0.33,0.33,0.66,66.0
Amritsar,32.01,141.16,20.93,14.93,30.16,12.8,0.78,9.5,43.57,1.3,1.1,8.72,118.0
Visakhapatnam,26.072832369942198,72.95895953757226,9.537687861271676,13.917058823529413,0.0,10.390952380952381,0.0,8.609017341040463,10.921714285714286,0.0,0.0,0.0,128.04433497536945
Other Cities,30.23,58.07,0.88,2.46,0.96,2.56,0.21,7.51,13.33,0.11,0.12,0.78,55.0
Visakhapatnam,99.12,213.95,18.6,56.25,45.03,14.97,0.75,12.67,64.33,5.62,12.76,5.09,199.0
Chennai,36.62,32.443333333333335,8.97,23.57,32.52,36.85,0.92,4.83,24.91,0.07,3.61,0.82,76.0
Lucknow,29.48,97.965,13.17,44.17,32.41,28.95,0.9,7.42,14.01,0.23,0.31,0.82,80.0
Hyderabad,68.06,130.57,4.64,45.84,27.64,17.45,0.71,6.27,34.76,1.91,12.52,1.36,130.0
Amritsar,37.0,119.96,19.94,16.04,26.67,13.83,0.68,13.24,31.49,1.21,1.02,8.08,110.0
Visakhapatnam,28.28,55.62,18.71,23.62,25.46,11.15,0.73,15.97,32.27,4.33,7.98,5.72,64.0
Visakhapatnam,18.05,52.41,19.62,39.29,36.84,8.68,0.77,3.19,14.59,4.48,13.57,4.73,56.0
Visakhapatnam,19.123121387283238,49.471098265895954,2.9313294797687863,4.696470588235297,0.0,2.6385714285714297,0.0,8.303815028901735,8.231428571428571,0.0,0.0,0.0,119.91625615763547
Delhi,55.55,112.21,19.87,34.72,16.17,45.0,0.43,5.973793103448275,28.73,0.27,0.0,0.08449999999999999,109.0
Gurugram,269.34,395.4,7.9,10.13,18.018435582822086,39.69,1.0006521739130436,4.03,24.94,2.53,24.95,10.64,403.0
Lucknow,26.24,97.965,9.44,24.89,14.982666666666667,8.91,1.83,5.63,8.35,1.5,3.07,0.82,80.0
Patna,17.95,82.85,71.43,15.13,44.36,8.18,0.44,10.27,49.34,1.65,3.61,2.79,129.0
Other Cities,51.86,121.15,16.0,36.64,46.36,30.89,0.48,9.23,48.43,15.1,19.37,0.95,175.0
Thiruvananthapuram,57.4,85.48,3.84,6.67,6.34,3.76,1.9,7.57,43.05,1.01,2.76,0.82,103.0
Bengaluru,23.15,78.15,5.99,25.6,0.0,27.95,0.39,7.12,20.8,1.67,1.71,0.82,59.0
Visakhapatnam,52.48,119.12,12.38,38.01,30.27,13.99,0.59,8.76,15.79,7.64,13.03,2.86,99.0
Jorapokhar,70.37666666666667,117.61000000000001,10.233333333333333,10.313333333333333,23.85,6.293333333333333,0.0,9.146666666666667,14.266666666666667,1.01,2.76,0.82,137.5
Jaipur,51.18,141.08,8.67,28.88,30.97,41.55,0.7,13.05,43.33,2.87,8.34,0.82,119.0
Lucknow,27.9,97.965,5.67,19.63,13.65,11.14,2.01,4.18,24.87,0.7,2.94,0.82,105.0
Delhi,48.69,120.23,7.8,25.95,21.79,35.38,0.88,12.57,48.39,1.9,16.58,0.73,130.0
Jorapokhar,84.44,113.21,8.79,9.05,23.85,6.33,1.417936507936508,4.67,26.13,1.01,2.76,0.82,140.0
Ahmedabad,96.74,208.83,57.78,229.45,160.83,16.645,57.78,156.5,59.05,1.15,23.37,2.04,919.0
Visakhapatnam,199.94,283.0,36.34,62.91,62.89,27.2,2.11,14.33,37.74,5.08,7.05,2.3,334.0
Ahmedabad,43.9,141.54,2.77,28.09,22.68,16.645,2.77,15.37,0.61,0.56,0.11,0.07,296.0
Delhi,25.71,167.81474576271188,23.69,24.07,4.84,25.11,0.0,10.34329268292683,23.439268292682925,0.13,0.0,0.0,42.0
Visakhapatnam,67.51,130.08,11.25,25.32,22.58,13.3,1.02,8.7,72.79,3.51,6.98,1.81,120.0
Gurugram,26.84,87.29,4.98,12.87,8.86,36.77,0.57,12.12,71.23,7.06,3.46,2.97,107.0
Hyderabad,74.7,164.93,18.53,71.55,51.58,18.51,0.94,24.2,28.57,6.74,51.33,16.8,146.0
Delhi,177.98,394.97,30.48,42.73,58.19,69.47,13.75,9.2,25.58,3.5,7.38,10.65,342.0
Amritsar,45.32,100.78,21.0,33.26,52.26,7.63,0.0,5.825,8.07,6.6,1.61,9.28,91.0
Amritsar,133.75,254.85,6.72,28.81,35.53,3.51,2.0,3.58,19.5,8.93,11.08,9.95,283.0
Jaipur,137.56,224.06,39.3,61.48,95.44,35.31,1.31,7.21,63.32,6.81,19.59,0.82,333.0
Hyderabad,67.12,139.91,5.57,45.12,28.2,12.98,0.67,6.04,30.64,3.35,25.37,3.97,133.0
Delhi,261.16,385.13,51.02,55.64,72.47,57.3,1.92,9.64,28.22,6.1,34.52,0.52,354.0
Chennai,44.91,48.55,6.56,28.53,15.08,118.22592233009709,0.03,1.98,31.28,0.41,0.03,0.82,79.0
Lucknow,84.31,97.965,7.68,32.99,22.67,1.95,1.28,9.23,36.16,1.12,3.45,0.82,172.0
Visakhapatnam,36.82,71.34,4.09,25.16,16.72,13.26,0.89,7.86,65.75,3.01,6.26,1.32,85.0
Bengaluru,42.13,116.85,9.87,51.89,0.0,21.67,1.11,17.04,66.01,4.17,4.38,0.82,106.0
